reactions	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K00052	5254.34	3223.04	2933.95	6544.29	2689.91	6317.33	5491.47	7034.29	4436.6	2931.93	4055.38	3596.79	2690.92	5489.95	5191.5	2649.97	3164.54	5645.63	2405.97	2599.08	4204.99	3151.45	3937.4	4381.48	2873.71	5215.64	6697.8	5661.45	5041.32	5251.3	4985.87	6885.7	2761.52	2117.23	3998.24	6970.85	4500.43	4978.67	4407.54	6086.08	4396.24	5555.65	5822.83	3029.78	4780.42	5221.51	4809.23	6085.32	7481.33	6090.39	4960.42	5248.2	3298.3	7496.99	2595.33	3786	1954.08	3855.82	6305.15	3612.55	5717.68	7324.3	5403.5	5553.67	4615.03	5771	4438.86	5491.03	4164.29	5170.85	3998.63	3430.19	4954.17	5681.37	6782.82	7415.6	3135.65	2675.99	2624.25	6061.25	7794.62	5758.6	7154.88	3532.15	5939.33	5295.82	3129.2
K00053	5254.34	3158.04	2929.45	6337.29	1841.41	5266.33	5431.97	7031.29	3228.6	2853.43	4020.88	3502.54	2677.42	5114.95	5191.5	2623.97	2279.87	5029.63	2250.47	2496.08	4200.99	3118.45	3898.4	4377.48	2867.71	5166.14	6350.8	5157.45	4946.32	5246.3	3985.37	6885.7	1938.52	2114.73	3996.74	6945.85	3184.43	4874.67	4406.54	6086.08	4389.24	5211.65	5820.83	2989.78	4736.92	5038.51	4693.23	6028.32	7478.33	6085.39	4943.42	5132.2	3138.3	7480.99	2558.33	3776	1839.08	3727.82	5555.15	3351.55	5502.68	7322.8	5381.5	4619.67	4605.03	5767.83	4437.86	5448.03	4164.29	5171.85	3998.63	3429.19	4776.17	5589.37	6686.82	7326.6	3127.65	2614.99	2548.25	6056.25	7671.62	5730.6	7068.88	3475.15	5938.33	4860.82	3118.2
K00054	0	0	13.33	2	0	25	59	99	0	0	0	0	0	0	10	0	2.33	28	3	0	15	0.67	9.67	0	0	2	50	0	8.17	0	2	44	3	0	0	24	51	5.33	2	24	7	1	0	3	2	4	8	2	96	5	5	7	39	14.33	0	3	3	2	18	0	0	6	0	43	6	12	9	0	274	1	0	0	92	9	339	14	0	17	0	67	0	1	45	5	29	9	3.33
K00057	4425.44	4021.87	3508.82	6903.12	4686.18	5415.83	5512.47	7182.69	4246.6	3450.73	3561.48	4177.71	3592.42	5499.95	4682.9	3041.96	3955.8	6090.43	4570.96	2828.38	4276.49	4083.32	5251.27	4915.21	3035.81	5664.64	6702.8	5468.68	5245.99	5882.53	4755.37	7321.63	2703.12	2610.73	3878.74	7106.05	3767.96	5292.73	4895.59	6228.28	4909.94	5949.58	5871.03	4934.18	6126.59	5062.41	5817.73	6552.49	7535.63	5607.89	5808.82	5222.23	4624.63	3541.92	1980.53	4317.37	1839.38	4918.82	5748.98	3606.85	5710.98	4105.73	5969.83	6911.34	5297.13	6459	5099.59	6189.6	4291.39	3107.15	4550.63	3980.09	4954.51	6403.4	7861.78	7793.43	3536.45	3278.39	2446.75	5727.15	7364.12	5910.97	6462.67	3818.79	5440.46	5795.35	3298.13
K00058	5976.34	4021.87	3317.95	7367.79	4724.08	6496.83	5558.47	7177.29	4271.6	3424.43	4452.38	4943.71	3580.92	5797.95	5927.5	3158.96	3920.54	6110.63	4732.46	2835.58	4342.49	4088.12	5224.57	4949.81	3053.21	5720.14	7131.8	5470.28	5798.65	6080.13	5924.87	7490.03	2741.52	2657.23	4727.24	7636.85	3829.43	5278	5195.54	6635.08	4969.24	5945.65	6081.83	4934.78	6069.09	5479.01	5954.73	6498.16	7640.33	7632.89	5833.42	5324.7	4609.3	8073.99	2710.33	4262.17	1914.08	4976.82	5769.98	3605.05	6251.18	8655.63	6169.5	6911.34	5972.03	6819.5	5657.19	6209.2	5125.79	5727.35	4810.63	4547.69	4971.51	6387.2	7858.32	7793.43	3506.15	3416.99	2654.25	6927.75	7823.12	5900.44	7155.22	3811.99	6061.66	5844.82	3272.2
K00059	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5617.8	7184.69	5476.6	3520.73	4476.98	5038.96	3574.92	6170.95	5928.9	3189.96	4841.8	6728.43	4891.21	2945.38	4342.49	4124.99	5311.77	4955.21	3059.81	5773.64	7483.8	6001.68	5916.57	6095.53	6925.37	7489.63	3566.12	2660.73	4722.07	7660.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.25	6084.03	4975.18	6152.59	5663.41	6069.73	6611.49	7647.63	7634.89	5851.82	5492.23	4800.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6189.83	7844.59	6001.13	6825	5665.59	6258.6	5121.89	5735.15	4810.63	4550.09	5150.51	6495.4	7934.78	7882.43	3557.45	3480.72	2742.75	7060.15	7947.12	5938.97	7264.67	3888.79	6060.46	6280.35	3312.13
K00060	699.74	710.66	415.67	861.62	2939.41	1198.84	145	295	1015.58	179.58	285.83	1387.67	321.33	622.75	775.92	85.5	174.34	625	929.5	344.66	142.84	1199.75	1265.17	253.5	173.58	556.84	844	99.25	909.25	820	1008.5	591	674.75	1072.33	584.24	673.42	604	286.83	722.34	588.75	415.67	484.42	189.75	826.43	1482.42	387.5	1006.25	214.67	191.66	1599	833.17	175.75	1153.25	635.66	128.33	20	82.33	1073.57	67.58	68.25	572.58	769.25	660.25	2220.34	1196.66	681.92	1147.34	924.25	882.17	582.83	794.63	1244.99	191.59	829.25	982.16	460.75	128.58	521.16	224.83	498.5	127.17	88	101.67	314.83	271.5	798.49	417.67
K00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00067	4443.34	3511.37	2546.45	7184.17	5377.58	6306.83	5290.3	6050.79	5310.1	3021.93	3281.38	4123.96	2904.42	5767.45	5068	2630.96	4671.37	6572.13	4416.71	2256.83	4084.16	3966.95	4599.32	4481.31	2653.46	5547.39	6637.8	5645.28	5094.32	5611.38	5291.87	7320.03	3365.52	2590.23	4440.57	6948.35	4769.43	5112.5	4478.29	6021.08	4562.24	5905.65	5679.33	3549.78	5811.09	5089.26	5631.23	6170.16	7270.91	7104.89	5587.42	5110.78	4229.05	3557.49	1698.83	3636.92	1834.58	4372.07	6267.73	3574.55	5460.18	8038.13	5873.33	7589.84	5516.03	6307.33	5421.94	6133.7	4727.29	4604.6	4134.63	4366.69	4528.01	6182.2	7124.07	7797.43	3054.65	2933.32	2369.75	5382.75	7236.62	5528.94	7065.22	3785.99	5459.91	5935.15	3162.7
K00068	3	10	80	22.45	14	8	83	108	64	114	179	74.5	0.5	0.5	3	33	1.5	3	40	1.75	252	10	392.92	3	3	76.25	54	24	75.25	6.25	6	63	6	7	13.5	8.5	72.83	84	19.25	2	2	17.5	2.5	6	67	5.25	91	11	129.75	196.5	13.5	31.25	44.75	77.5	36	92.75	1	452.08	20	10.5	549	16	179.5	7.5	46.5	10	50.5	12.5	5	4.75	24	10.25	12.5	0	22.91	0	73	26	146	9	42	5	20	5	22.25	10	49
K00073	13	0	0	6.33	8	57	18	5	53	24	0	4	5	6	26	4	18	67	37	4	0	4	3.67	0	7	3	81	0	26	45	10	0	1	2	2	36	127	67	31	35	7	29	3	21	0	40	7	12	0	78	68	66	0	304	5	0	4	16.33	0	6	0	141	7	0	22	55	19	43	2	16	64	94	0	0	3	28	17	14	6	0	0	0	141	20	102	19	0
K00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00075	5971.11	4085.54	3516.82	7578.12	5538.85	7547.83	5580.47	7003.36	5461.27	3481.73	4487.48	5037.96	3598.42	6158.95	5872.23	3189.96	4842.13	6736.43	4774.63	2945.05	4322.32	4124.99	5311.77	4948.21	2985.81	5771.97	7483.47	6001.68	5917.99	6044.53	6925.37	7469.63	3566.12	2655.4	4719.41	7662.05	5150.96	5367.4	5181.92	6635.28	4948.94	6256.91	6027.36	4939.51	6141.09	5663.74	6064.73	6615.49	7645.63	7626.39	5840.15	5494.23	4791.63	8075.09	2718.2	4317.37	2017.05	5095.49	6523.65	3853.85	6466.98	8653.73	6178.16	7842.67	5954.3	6800	5641.92	6121.93	5127.39	5726.82	4755.8	4537.76	5148.51	6356.4	7961.78	7875.43	3557.45	3479.06	2742.75	6923.48	7947.12	5938.97	7233.67	3888.79	6056.46	6265.35	3303.46
K00077	5254.34	3160.37	2984.28	6328.54	1850.58	5266.33	5436.97	7035.79	3232.6	2870.93	4013.38	3504.21	2680.42	5114.95	5185.5	2644.71	2281.2	5031.63	2396.96	2497.08	4204.99	3138.79	3606.74	4382.81	2868.71	5167.64	6350.8	5158.78	4961.32	5261.63	3986.87	6898.03	1940.52	2117.23	4021.24	6945.85	3184.43	4880.33	4404.54	6086.08	4397.24	5225.65	5828.83	2990.78	4757.09	5049.51	4695.73	6031.91	7475.08	6089.39	4943.42	5132.2	3159.3	7496.32	2560.33	3754.17	1843.08	3736.82	5577.48	3362.55	5502.68	7325.63	5388.5	4621.34	4634.03	5776.33	4442.19	5480.7	4168.29	5169.68	3998.63	3435.19	4779.51	5590.45	6692.82	7334.93	3123.65	2675.99	2550.25	6047.25	7671.62	5734.94	7073.22	3480.49	5938.66	4862.82	3106.53
K00082	4990.34	2259.62	1962.95	5916.62	2504.58	6039.91	3534.8	903.46	4350.1	2812.43	3123.88	2665.46	2446.25	4600.45	4317.5	1080.96	4304.54	5768.63	3585.21	1634.58	2761.99	2092.78	2259.07	3982.31	2522.46	2126.64	5834.8	4125.53	3087.57	3933.63	4960.7	5536.03	2589.52	2022.23	2673.07	5034.85	4162.93	2435.58	3147.04	5335.25	2690.99	3275.32	5134.25	2723.78	3909.59	3284.68	3935.4	3132.66	6202.41	5033.8	3504.92	4640.2	3354.8	7264.16	2278.83	3026.67	1416.58	4228.82	5664.06	2551.05	4697.18	7102.13	4530.5	5015.01	3965.03	5112.67	3371.27	4090.37	2791.79	4631.35	3469.63	2664.69	4404.18	5266.78	5236.48	5599.93	2590.15	1843.99	986.75	5583	6367.62	3016.44	6165.89	2761.49	4950.83	4199.49	2370.7
K00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00087	126	66	391	44.33	27.5	152.67	184	219.33	536	51	23	178	188.67	13	222	150.25	47	359	55	201	194	302	382.67	7	18	100	334	37	51.5	62	75	87	103	455	5	160	354	279.67	230	83.33	46	151.67	25.33	37	18	51	82.83	209.75	154.92	674.34	292	141	783	451.33	16	109.5	53.5	178.33	36	64	113	223	29	91	51	147.33	63.67	188	450	42	290.3	205	218.33	208.67	539	168	24	48	32	237.67	81	44	248.33	53	702.33	283.33	310.5
K00088	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5927.9	3191.96	4842.13	6736.43	4891.96	2946.38	4344.49	4124.99	5318.27	4955.21	3059.81	5773.64	7483.8	6001.68	5918.32	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5494.23	4800.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3314.13
K00090	0	0	106	0	1.5	0	0	3	0	0	0	0	147	0	7	0	0	25	4	0	61	292	10	0	0	0	22	0	10	0	0	0	0	448	0	0	25	2	175	0	6	0	6	0	0	0	0	0	2	126	0	1	64	0	0	0	1.5	66	0	0	43	0	0	0	11	13	0	0	0	0	156.5	89	0	5	163	0	1	1	0	1	0	0	17	2	0	0	193.5
K00094	16	10	4	26.45	22	65	97.5	108	113	138	125	4	0	6	29	28.25	18	70	77	5	251	14	306.67	3	10	78	106	24	32	51	16	63	1	9	15	42	189.83	151	47	34	2	40	3	26	67	40	14.5	13.75	125.25	272	81	91	5	325	11	78.5	5	9.33	20	2	549	157	26	7	28	65	69	52	7	18	82	104	12.25	0	21	28	31	31	152	9	2	5	161	25	123	29	1
K00096	4425.44	4021.87	3508.82	6903.12	4686.18	5415.83	5512.47	7182.69	4246.6	3450.73	3561.48	4177.71	3592.42	5499.95	4682.9	3041.96	3955.8	6090.43	4570.96	2828.38	4276.49	4083.32	5251.27	4915.21	3035.81	5664.64	6702.8	5468.68	5245.99	5882.53	4755.37	7321.63	2703.12	2610.73	3878.74	7106.05	3767.96	5292.73	4895.59	6228.28	4909.94	5949.58	5871.03	4934.18	6126.59	5062.41	5817.73	6552.49	7535.63	5607.89	5808.82	5222.23	4624.63	3541.92	1980.53	4317.37	1839.38	4918.82	5748.98	3606.85	5710.98	4105.73	5969.83	6911.34	5297.13	6459	5099.59	6189.6	4291.39	3107.15	4550.63	3980.09	4954.51	6403.4	7861.78	7793.43	3536.45	3278.39	2446.75	5727.15	7364.12	5910.97	6462.67	3818.79	5440.46	5795.35	3298.13
K00097	3785.34	2127.79	1629.45	5860.87	5066.91	5981.08	3408.3	637.79	4439.6	2073.43	1884.38	2768.29	1914.92	4616.95	3687	574.22	3841.54	5633.13	3850.72	1286.33	2452.99	2888.28	2809.65	3990.48	1589.96	2461.39	6138.8	3505.7	3022.32	4029.05	3186.7	5807.7	2518.52	2081.23	2071.07	5140.35	4511.43	2498.42	3061.79	4626.58	2500.74	3417.99	4978.08	3115.78	4770.42	2980.93	4415.23	2633.57	5974.58	4084.14	3782.92	4261.45	2994.05	3148.99	1170.33	2003.75	1002.08	3518.07	5506.73	1447.05	3640.68	3150.3	4392	6990.84	4201.53	5261	3530.61	4490.7	2572.29	2175.93	3458.83	2893.44	3748.92	5848.37	5898.73	6099.1	1392.15	1930.99	654.25	4606.17	5774.62	2345.1	5319.88	1425.15	4258.08	4865.82	2304.2
K00098	13	0	0	3	8	57	14	5	49	24	0	4	0	6	26	4	18	67	37	4	0	4	1	0	7	3	81	0	26	45	10	0	1	2	2	36	118	67	31	35	0	29	3	21	0	40	3	12	0	76	68	66	0	304	5	0	4	3	0	0	0	141	7	0	0	55	19	43	2	16	64	94	0	0	0	28	13	5	6	0	0	0	141	20	102	19	0
K00099	5976.34	4086.87	3371.45	7574.04	5566.58	7547.83	5612.8	7176.79	5476.6	3518.93	4476.38	5037.96	3572.42	6168.95	5927.5	3188.96	4805.87	6731.63	4887.21	2944.58	4337.49	4115.45	5295.07	4952.81	3059.21	5773.64	7478.8	5976.28	5895.57	6080.13	6925.37	7487.03	3564.52	2659.73	4717.07	7659.85	5145.43	5380	5198.54	6635.08	4970.49	6289.32	6075.83	4974.78	6110.59	5662.01	6070.73	6552.16	7639.33	7632.89	5850.42	5450.7	4785.3	8070.99	2747.33	4292.17	2033.08	5097.82	6519.98	3860.05	6466.18	8655.13	6188.5	7844.59	5972.03	6822.33	5664.19	6252.2	5120.29	5727.18	4807.63	4550.69	5150.51	6479.95	7924.32	7882.43	3510.15	3475.32	2734.25	6933.75	7946.12	5928.44	7241.22	3868.99	6060.66	6278.82	3299.2
K00100	1647.49	1000.16	877.67	590.12	1166.66	2585.01	562.5	798.83	1930.83	769.83	1479.83	1122.92	824	863	1969.67	395.25	1244.34	1490	736.5	515.66	507.84	126	675.17	145.5	479.83	398.84	1446	1210	883.5	633.5	3917.17	282	1722	87.83	279.49	772.67	1767.5	635.5	479.34	1315.33	457.67	737.84	307.33	360.68	416.17	744	634.83	383.92	461.58	1217.34	433.67	515.5	1062.5	4586.49	1096.33	889.5	298.33	1149.32	964.83	746	1958.83	95.5	544	1223.34	317.66	207.5	432.01	368.5	908.67	1172.83	887.63	293.49	950.92	864.17	549.33	322	365.33	406.49	534.83	1370	976.67	593.5	464	149.83	744.83	817.82	204.67
K00101	2142.1	1816.58	1648.87	1363.78	429.27	1427.42	1338.67	1807.23	859.5	1125.8	2266.6	1368.67	1526.67	1198.5	2337.4	1813.49	655.09	1005.3	812.74	1338.05	1445.5	752.54	1651.29	340.73	589.35	2821.75	1458	2088.98	974	832.98	3372.5	575.93	950.6	980	1399.67	1030.7	572.86	1809.98	1716.3	1781.03	1122.45	2278.93	610.28	481.9	1060.17	857.15	760.83	2374.67	1077.97	3958.59	774.4	1081.78	1344.58	5029.26	1252.7	2010.62	619.3	1697.08	1002.75	1488.8	2482.3	4840.93	1252.33	501.17	1522.6	1096.16	1906.15	303.07	2625.1	3363.55	1276.5	1058.65	1093.67	743.45	1034.05	1394.33	1059.3	551.57	2073.5	2062.32	2014	3143.87	1687.12	741.14	1815.71	998.36	781.43
K00102	314.99	147.91	616.38	296.16	291.16	217.59	1207.75	5092.38	246.33	268.33	633.33	903.67	571.33	284	58.92	427.62	65.42	150.75	208.75	306.91	618.84	997.34	1439.34	471.25	471.21	865.59	310.5	251.5	2233.67	1435.25	230	1212	129.62	488.33	1251.62	1903.67	562.38	1211.53	607.34	1080	1596.54	444.5	1344.25	242.43	329.67	1773.33	981	866.42	815.41	487.5	1219.67	155.5	325.75	140.49	333.08	635	294.58	887.82	548.33	177.5	315.58	244	463	316.17	440.16	351.42	490.34	1786.58	58.67	105.08	507.83	1139.99	423.09	207.75	1377.42	1275	300.45	755.66	318.58	239.5	244.92	472	749.67	234.08	824.25	681.74	742.25
K00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00104	1204.33	18.33	327	34.33	131.33	1165	205	389.33	552.33	186	1014	931.5	0.5	312.5	744.67	293	40	222	495.33	305.08	313.67	14	410.92	14	106	86.92	588.33	36	588.58	107.25	1162	79	48	15.33	27.83	577.5	185	166.33	256.92	1073	60	57.17	220.17	65.67	84	459.42	152	168	156.75	229.5	283.17	149.25	597.25	4523.33	812.33	92.75	63.33	199.91	126.33	35.5	1087	223	42.17	13.17	95.83	95.33	46.17	354.17	15	953.08	392.13	155.58	23.25	143	35.25	31	40	136.83	129	1031.67	463	9	196	31	148.25	91	131.67
K00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00106	126	66	391	44.33	27.5	152.67	184	219.33	536	51	23	178	188.67	13	222	150.25	47	359	55	201	194	302	382.67	7	18	100	334	37	51.5	62	75	87	103	455	5	160	354	279.67	230	83.33	46	151.67	25.33	37	18	51	82.83	209.75	154.92	674.34	292	141	783	451.33	16	109.5	53.5	178.33	36	64	113	223	29	91	51	147.33	63.67	188	450	42	290.3	205	218.33	208.67	539	168	24	48	32	237.67	81	44	248.33	53	702.33	283.33	310.5
K00110	76.66	115.33	119.67	252.12	875.33	1161.34	80	9.67	1460	174.33	95.33	257.92	170.33	391	42	147	938.84	893	77.67	316.33	63.67	329	75.67	37	27.33	85.67	482.17	510	250.67	66	1013	0	823	487	32.66	67.67	1613.5	182	236.67	53	88.67	373	14.33	82.01	38.67	256.83	122	203.67	9.66	355	268	210	857.5	376.83	40	19	173.5	784.49	762	261	283.33	213	100.33	1034.67	21.33	108.34	57.67	219.33	29.67	28	238.5	276.66	199.59	109	280	117	35.33	70.33	211.33	18.33	127.67	29	254.67	95.83	108	585.99	371.5
K00111	0	65	12	208	841	1076	114	99	1204	70	34	94.25	2	375	10	18	886	649	18	102	15	27	51	3	5	51	356	504	104	0	1001	44	825	0	0	49	1367	107	2	24	7	345	1	40	28	187	121	59	93	5	22	130	195	15	35	3	118	123	768	255	215	6	22	977	5	12	9	43	274	0	0	1	270	101	432	103	2	17	76	70	123	29	131	61	31	442	13
K00112	0	65	12	208	841	1076	114	99	1204	70	34	94.25	2	375	10	18	886	649	18	102	15	27	51	3	5	51	356	504	104	0	1001	44	825	0	0	49	1367	107	2	24	7	345	1	40	28	187	121	59	93	5	22	130	195	15	35	3	118	123	768	255	215	6	22	977	5	12	9	43	274	0	0	1	270	101	432	103	2	17	76	70	123	29	131	61	31	442	13
K00113	0	65	12	208	841	1076	114	99	1204	70	34	94.25	2	375	10	18	886	649	18	102	15	27	51	3	5	51	356	504	104	0	1001	44	825	0	0	49	1367	107	2	24	7	345	1	40	28	187	121	59	93	5	22	130	195	15	35	3	118	123	768	255	215	6	22	977	5	12	9	43	274	0	0	1	270	101	432	103	2	17	76	70	123	29	131	61	31	442	13
K00116	0	0	106	17.2	3.5	0	0	1.5	0	5	0	0	152.5	0	7	0	1.5	25	4	0	61	292	23.67	0	0	0	70	0	80.5	0	0	0	0	448	0	0	96.83	0	178	0	5	0	6	2	0	3.5	0	1	3	125	0	2	102.5	62.5	0	0	1.5	511.83	0	0	43	0	0	52	11	13	0	0	0	4.17	162.5	89	0.25	0.25	162	0	13	1	128	11	0	0	17	14.5	0	0	258.5
K00121	879.93	999.58	1996.04	1412.95	502.93	701.92	1553.67	6800.81	1116.83	1242.8	1380.35	1306	1676.67	1014.5	2066.07	1468	483.93	1399.3	612.58	1237.88	1923.42	1429.04	2668.2	804.4	1304.85	1833.17	1385.58	1758.65	2327.16	1913.65	1706.17	1562.6	808.85	954.83	2535.5	1965.95	913.86	2221.65	1290.97	1184.53	2177.45	1792.18	802.95	1771.07	1076	2023.15	1615.83	2217.83	1405.47	3696.09	1953.07	1044.53	1522.83	1179.51	503.03	1981.7	736.63	1793.91	504.08	1218.3	1685.3	5561.6	1064.5	776	1723.43	1349.66	1445.99	1859.4	1889.1	2417.63	841.63	1723.48	861.33	1087.62	2109.3	814	1169.8	1249.73	837.5	1785.32	1400.5	2251.53	1735.78	490.3	1926.38	1070.36	1314.27
K00122	436.5	160	547.5	737.45	918.5	1110	81	130	1720	137.5	220.5	276.75	400.5	483.5	628	109	1244.5	750	262.5	121.75	168.5	351	481.92	52	46	72.75	580.5	631	321.75	301.25	1114.17	182	836	510.5	916	80.5	1568.83	212	337.25	45	53	428.5	61.5	142	288.5	299.25	358	566	134.75	2261	113.5	383.75	289.25	730	223	511.75	202.5	846.58	796.5	1092.5	327	4705.5	390.5	1046.5	828.5	450.5	598.5	150.5	1156	1853.75	233.8	794.75	572.5	97	261.92	140	879	224.83	329	497.33	173	50.5	977	1683.5	1192.25	519	273.5
K00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00128	885.75	926.83	1860.83	1241.37	1384.42	1687	1401.5	5349.75	2133.25	911.75	803.75	1041.42	942	868.25	1784.75	676.49	1535.83	1693.5	392.49	1046.25	1038.75	1144.59	1861.51	479.33	433.75	734.5	1177.75	1403.08	2446.17	2043.58	2752	1576.33	1662	732.5	2297.75	1754.5	2012.83	1681.66	928.25	1118.75	1643	1114.83	501.25	558.75	814.92	2137.58	1279.25	1602.84	1108.75	2910.5	1598.5	786.75	1219.75	888.08	647.5	1311.67	600.5	1857.33	995.58	1655.25	1607.75	4819.58	1073.75	1408.5	1207	697.75	1114.33	1663.25	1576	2101.17	907.8	1771.25	826.84	527.33	1686.83	707.58	1122.25	1053.5	587	665	413.5	682.34	1574.34	1879.84	1178.58	1046.5	772.83
K00130	0	0	0	16.45	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.67	0	0	0	20	0	0	0	0	0	0	0	0	0	71.83	2	0	3	1	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	0	6.33	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0.25	5	1	0	1	1	128	1	0	0	0	2	0	0	0
K00132	324	798.75	1261.5	651.12	227.5	416.92	1426.67	6455.33	174	425	835.5	887	968.17	899	439.5	837.5	261.5	499	266.25	859.75	1473.17	1306.67	2142.42	392	1097.75	1708.25	825.5	1321.25	2156.5	1378.75	642.5	1326	644	557.5	1413.67	1879.5	633.16	1833.92	692.75	510.33	1810.5	1335.16	546.08	455.5	900.5	1870.58	971.33	1609.5	1169.5	1174.09	1484.5	683.58	509.75	490.83	381	1410.75	494.5	861.08	296.25	1005.5	757.5	188	509.33	608.33	837.5	426.33	690.42	1516.83	975.5	625.75	583.8	898.25	805.83	590.42	1764.92	770	537.5	750.67	578	514.92	1187	1906	833.33	391	998.58	707.66	1076
